Category,Message,Label,Clean
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0,got ga money chanc gang want go grand natur adventur
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,hot live fantasi call p per min ntt ltd po box croydon cr wb k
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",0,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend u
ham,No no. I will check all rooms befor activities,0,check room befor activ
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1,freemsg today day readi horni live town love sex fun game netcollex ltd p per msg repli stop end
ham,After completed degree. There is no use in joining finance.,0,complet degre use join financ
ham,No need lar i go engin? Cos my sis at arts today...,0,need lar go engin co si art today
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,oh lk tt den take e one tt end cine lor dun wan yogasana oso
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0,howz pain come today said ystrday ice medicin
ham,Re your call; You didn't see my facebook huh?,0,call see facebook huh
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,congrat mobil g videophon r call videochat wid mate play java game dload polyph music nolin rentl
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,import custom servic announc premier call freephon
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL,1,back work morro half term u c nite sexi passion b go back chat luv dena call minmobsmorelkpobox hp fl
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat vco free
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,aiyah e rain like quit big leh drizzl least run home
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,1,receiv week tripl echo rington shortli enjoy
ham, &lt;#&gt;  in mca. But not conform.,0,lt gt mca conform
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",1,welcom uk mobil date msg free give free call futur mg bill p daili cancel send go stop
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,free entri weekli competit text word win c www txttowin co uk
ham,Que pases un buen tiempo or something like that,0,que pase un buen tiempo someth like
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one
ham,What happen dear tell me,0,happen dear tell
ham,"Hurry up, I've been weed-deficient for like three days",0,hurri weed defici like three day
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,rip get mobil content www clubmobi com call poli true pix rington game six download
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",1,free day sexi st georg day pic jordan txt pic dont miss everi wk sauci celeb pic c pocketbab co uk wk
ham,Then wat r u doing now? Busy wif work?,0,wat r u busi wif work
ham,make that 3! 4 fucks sake?! x,0,make fuck sake x
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,1,freemsg hey buffi love satisfi men home alon feel randi repli c pix qlynnbv help p msg send stop stop txt
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,1,show ur colour euro offer get england flag lion tone ur phone click follow servic messag info
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,pleas give us connect today lt decim gt refund bill
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",1,latest nokia mobil ipod mp player proze guarante repli win norcorp ltd mtmsgrcvd
ham,Wait 2 min..stand at bus stop,0,wait min stand bu stop
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logo pic
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,bought one rington get text cost pound offer tone etc
ham,Excellent! Are you ready to moan and scream in ecstasy?,0,excel readi moan scream ecstasi
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0,email yifeng part oredi get fr
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,tkt euro cup final cash collect call b pobox ppm
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1,believ true incred txt repli g learn truli amaz thing blow mind fwd p txt
ham,Oh...i asked for fun. Haha...take care. Ì_,0,oh ask fun haha take care
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobil number award ukp prize guarante call landlin claim valid hr ppm
ham,Yup n her fren lor. I'm meeting my fren at 730.,0,yup n fren lor meet fren
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,1,messag free welcom new improv sex dog club unsubscrib servic repli stop msg p
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,meet u work tel shall work tomorrow
ham,What you doing?how are you?,0,
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,1,want explicit sex sec ring cost p min gsex pobox wc n xx
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,1,camera award sipix digit camera call fromm landlin deliveri within day
spam,Money i have won wining number 946 wot do i do next,1,money wine number wot next
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,call germani penc per minut call fix line via access number prepay direct access www telediscount co uk
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,1,winner valu network custom select receivea prize reward claim call claim code kl valid hour
ham,Hey whats up? U sleeping all morning?,0,hey what u sleep morn
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,urgent tri contact u today draw show prize guarante call land line claim valid hr
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,collect valentin weekend pari inc flight hotel prize guarante text pari www rtf sphost com
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",0,buzz hey love think hope day goe well sleep miss babe long moment togeth love smile
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,1,urgent nd attempt contact u prize yesterday still await collect claim call acl pm
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,omg want scream weigh lost weight woohoo
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,call plz number show coveragd area urgnt call vasai amp reach clock call plz
ham,Finish liao... U?,0,finish liao u
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",1,final chanc claim ur worth discount voucher today text ye savamob member offer mobil cs savamob pobox uz sub
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+",1,england v macedonia dont miss goal team news txt ur nation team eg england tri wale scotland txt poboxox w wq
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk
ham,Sorry da. I gone mad so many pending works what to do.,0,sorri da gone mad mani pend work
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,urgent mobil number award prize guarante call land line claim valid hr
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,pleas call custom servic repres freephon pm guarante cash prize
spam,FROM 88066 LOST å£12 HELP,1,lost help
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",0,respons one power weapon occupi place other heart
ham,Aiyo please Ì_ got time meh.,0,aiyo pleas got time meh
ham,Ok i've sent u da latest version of da project.,0,ok sent u da latest version da project
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",1,oh god found number glad text back xafter msg cst std ntwk chg
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,1,ye place town meet excit adult singl uk txt chat p msg
ham,Guessin you ain't gonna be here before 9?,0,guessin gonna
ham,I always chat with you. In fact i need money can you raise me?,0,alway chat fact need money rais
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,urgent tri contact last weekend draw show prize guarante call claim code valid hr
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,guess somebodi know secretli fanci wanna find give us call landlin datebox essexcm xn p min
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,dear matthew pleas call landlin complimentari lux tenerif holiday cash await collect ppm sae cs box sk xh
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,"Uh, heads up we don't have THAT much left",0,uh head much left
ham,Any way where are you and what doing.,0,way
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",1,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost cancel send stop
ham,I am on the way to tirupur.,0,way tirupur
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1,hello need posh bird chap user trial prod champney put need address dob asap ta r
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,1,mobi pub quiz win high street prize u know new duchess cornwal txt first name unsub stop sp arrow
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",1,nd attempt contract u week top prize either cash prize call
ham,"K, can that happen tonight?",0,k happen tonight
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,freemsg repli text randi sexi femal live local luv hear u netcollex ltd p per msg repli stop end
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0,oh ye speak txt u hmm u get email
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,ring come guy costum gift futur yowif hint hint
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozad co uk wrc itcould u
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,dear xxxxxxx u invit xchat final attempt contact u txt chat p msgrcvdhg suit land row w j hl ldn yr
ham,They finally came to fix the ceiling.,0,final came fix ceil
ham,Okie.. Thanx..,0,oki thanx
ham,Wewa is 130. Iriver 255. All 128 mb.,0,wewa iriv mb
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,review keep fantast nokia n gage game deck club nokia go www cnupdat com newslett unsubscrib alert repli word
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,urgent mobil award bonu caller prize final attempt contact u call
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate zed pobox w wq norm p tone
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1,urgent tri contact u today draw show prize guarante call land line claim valid hr
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,yo chad gymnast class wanna take site say christian class full
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,valentin day special win quiz take partner trip lifetim send go p msg rcvd custcar
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,free rington wait collect simpli text password mix verifi get usher britney fml
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
ham,Went to ganesh dress shop,0,went ganesh dress shop
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg day luci x call minmobsmorelkpobox hp fl
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",1,u win music gift voucher everi week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,1,want new video phone anytim network min half price line rental free text month repli call free deliveri
ham,"Ok da, i already planned. I wil pick you.",0,ok da alreadi plan wil pick
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,sm ac blind date u rodd aberdeen unit kingdom check http img sm ac w icmb cktz r blind date send hide
ham,Juz go google n search 4 qet...,0,juz go googl n search qet
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,winner special select receiv cash award speak live oper claim call pm cost p
ham,You still around? Looking to pick up later,0,still around look pick later
ham,Good Morning plz call me sir,0,good morn plz call sir
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1,text banneduk see cost p textoper g ga xxx
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,1,rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvari max
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,1,congratul u claim vip row ticket c blu concert novemb blu gift guarante call claim ts cs www smsco net cost max
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0,cud u tell ppl im gona b bit l co buse hav gon past co full im still waitin pete x
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1,goldvik invit friend repli ye see www sm ac u goldvik stop send stop frnd
ham,You said not now. No problem. When you can. Let me know.,0,said problem let know
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,0,hey sexi bun day word morn ym think
ham,Have you finished work yet? :),0,finish work yet
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,appt lt time gt fault u listen told u twice
ham,i cant talk to you now.i will call when i can.dont keep calling.,0,cant talk call dont keep call
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,hard live chat p min choos girl connect live call cheap chat uk biggest live servic vu bcm wc n xx
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",1,custom servic announc recent tri make deliveri unabl pleas call schedul ref
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0,di yiju ju saw ur mail case huim havent sent u num di num
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,1,congratul winner august prize draw call prize code
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1,doubl min txt month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1,check choos babe video sm shsex netun fgkslpopw fgkslpo
ham,Lol alright i was thinkin that too haha,0,lol alright thinkin haha
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?,0,seek ladi street freak sheet
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,1,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,1,loan purpos even bad credit tenant welcom call noworriesloan com
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1,six chanc win cash pound txt csh send cost p day day tsandc appli repli hl info
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1,want new video phone anytim network min inclus video call download per week free deltomorrow call repli
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1,pleas call custom servic repres freephon pm guarante cash prize
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,congrat year special cinema pass call c suprman v matrix starwar etc free bx ip pm dont miss
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1,reciev tone within next hr term condit pleas see channel u teletext pg
ham,Its a great day. Do have yourself a beautiful one.,0,great day beauti one
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,check realli miss see jeremiah great month
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",1,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",0,worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,congratul thank good friend u xma prize claim easi call p per minut bt nation rate
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,wat late still earli mah juz go dinner lor aiya dunno
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac that prob
ham,"If e timing can, then i go w u lor...",0,e time go w u lor
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,want funk ur fone weekli new tone repli tone u text www rington co uk origin n best tone gbp network oper rate appli
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0,hello sort town alreadi dont rush home eat nacho let know eta
ham,S but mostly not like that.,0,mostli like
ham,Hey... Very inconvenient for your sis a not huh?,0,hey inconveni si huh
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,dear voucher holder claim week offer pc pleas go http www e tlp co uk reward ts cs appli
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
ham,Thank you. I like you as well...,0,thank like well
ham,Okie... Thanx...,0,oki thanx
ham,Oooh bed ridden ey? What are YOU thinking of?,0,oooh bed ridden ey think
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,1,marvel mobil play offici ultim spider man game ur mobil right text spider game send u free ball wallpap
ham,I love u 2 my little pocy bell I am sorry but I love u,0,love u littl poci bell sorri love u
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,gent tri contact last weekend draw show prize guarante call claim code k valid hr ppm
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng
spam,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill,1,donat unicef asian tsunami disast support fund text donat ad next bill
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,rcv msg chat svc free hardcor servic text go u get noth u must age verifi yr network tri
ham,Where r we meeting?,0,r meet
spam,"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",1,free msg get gnarl barkley crazi rington total free repli go messag right
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,cash prize claim call c rstm sw ss ppm
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,nokia get win free auction take part send nokia hg suit land row w jhl
ham,Dont gimme that lip caveboy,0,dont gimm lip caveboy
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1,dont forget place mani free request stchoic co uk wish inform call
ham,Keep my payasam there if rinu brings,0,keep payasam rinu bring
ham,Come by our room at some point so we can iron out the plan for this weekend,0,come room point iron plan weekend
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1,p alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,wanna laugh tri chit chat mobil logon txting word chat send cm po box london w zf p msg rcvd
